Epoch,Loss
0,1113.015625
1,1049.4100341796875
2,945.5990600585938
3,1193.9061279296875
4,980.3508911132812
5,992.2083129882812
6,912.2758178710938
7,1086.04296875
8,1032.36181640625
9,981.6517333984375
10,942.3816528320312
11,1135.9642333984375
12,877.4173583984375
13,1109.1925048828125
14,1068.9541015625
15,886.8883056640625
16,914.521240234375
17,782.5314331054688
18,947.4503784179688
19,866.0635375976562
20,810.6495361328125
21,739.4204711914062
22,810.6214599609375
23,606.7205810546875
24,659.6760864257812
25,573.1836547851562
26,375.10107421875
27,228.06222534179688
28,40.45667266845703
29,1608.7060546875
30,208.5399932861328
31,33.071876525878906
32,93.68455505371094
33,174.93824768066406
34,211.85830688476562
35,275.02484130859375
36,335.0401916503906
37,371.0422668457031
38,388.8233642578125
39,439.7533874511719
40,422.7041320800781
41,433.80426025390625
42,435.8359375
43,481.0051574707031
44,454.3175048828125
45,469.22991943359375
46,469.9984436035156
47,405.1461181640625
48,472.5068359375
49,462.6634216308594
50,431.08966064453125
51,372.714599609375
52,468.3950500488281
53,422.5495300292969
54,452.1556701660156
55,455.65325927734375
56,461.457763671875
57,431.3403015136719
58,369.37091064453125
59,384.82080078125
60,397.8602294921875
61,336.73651123046875
62,420.4502868652344
63,368.8059997558594
64,362.4440002441406
65,358.1043701171875
66,309.9757080078125
67,319.8876953125
68,272.68170166015625
69,234.5715789794922
70,258.3914794921875
71,190.60548400878906
72,192.12742614746094
73,176.09352111816406
74,161.1995849609375
75,121.90027618408203
76,91.38418579101562
77,56.75732421875
78,35.00016784667969
79,29.366554260253906
80,37.4559440612793
81,97.8006591796875
82,67.98666381835938
83,82.26099395751953
84,68.38255310058594
85,98.24657440185547
86,32.08165740966797
87,37.89295196533203
88,33.33876037597656
89,40.12385559082031
90,45.549434661865234
91,53.76153564453125
92,58.0743408203125
93,60.653480529785156
94,55.89564514160156
95,52.92670822143555
96,41.35026931762695
97,39.137569427490234
98,33.2935676574707
99,46.46710968017578
100,30.952289581298828
101,31.20937156677246
102,29.80905532836914
103,32.90617370605469
104,30.816762924194336
105,31.834762573242188
106,31.95138931274414
107,29.532190322875977
108,23.25177001953125
109,28.035009384155273
110,28.079519271850586
111,27.620895385742188
112,44.99640655517578
113,29.24789047241211
114,39.22715759277344
115,30.686948776245117
116,32.177391052246094
117,30.533615112304688
118,28.461631774902344
119,30.289274215698242
120,27.82670021057129
121,26.746631622314453
122,31.447952270507812
123,45.7907600402832
124,26.602928161621094
125,23.962352752685547
126,28.208271026611328
127,63.91111755371094
128,50.529903411865234
129,28.6611328125
130,31.183687210083008
131,48.99045181274414
132,28.655420303344727
133,33.939327239990234
134,64.5126953125
135,30.63414192199707
136,40.32957077026367
137,30.249515533447266
138,26.210891723632812
139,69.5573959350586
140,26.41798973083496
141,26.801422119140625
142,69.864013671875
143,26.978965759277344
144,27.351516723632812
145,28.477622985839844
146,25.144775390625
147,42.61792755126953
148,28.067367553710938
149,30.155019760131836
150,30.21851921081543
151,28.172340393066406
152,26.13272476196289
153,43.657718658447266
154,50.10601043701172
155,38.370338439941406
156,29.264389038085938
157,27.61248016357422
158,26.630599975585938
159,26.250411987304688
160,26.49745750427246
161,31.51726531982422
162,27.775917053222656
163,46.621891021728516
164,28.31923484802246
165,24.256250381469727
166,24.350685119628906
167,53.62888717651367
168,26.436019897460938
169,70.74949645996094
170,26.90335464477539
171,30.017738342285156
172,30.990947723388672
173,29.302284240722656
174,28.951353073120117
175,45.931114196777344
176,62.2480354309082
177,42.36555862426758
178,41.47370529174805
179,29.09939956665039
180,25.37874984741211
181,28.545167922973633
182,104.10236358642578
183,27.17458152770996
184,46.03499984741211
185,29.13916015625
186,28.665802001953125
187,28.083683013916016
188,24.466228485107422
189,26.353981018066406
190,29.38174819946289
191,26.450437545776367
192,42.43404006958008
193,29.324514389038086
194,50.741676330566406
195,28.901897430419922
196,26.68277359008789
197,29.825054168701172
198,25.59429168701172
199,41.849910736083984
200,27.303749084472656
201,40.9678840637207
202,27.677148818969727
203,39.49049758911133
204,27.8450984954834
205,27.042646408081055
206,25.361257553100586
207,29.457260131835938
208,35.26239013671875
209,27.598739624023438
210,24.950416564941406
211,25.347440719604492
212,74.23005676269531
213,80.38591003417969
214,27.60277557373047
215,31.358230590820312
216,30.440166473388672
217,29.826248168945312
218,43.99404525756836
219,34.391510009765625
220,30.024860382080078
221,27.24515151977539
