Epoch,Loss
0,1184.853759765625
1,1090.2935791015625
2,1004.475341796875
3,1008.364990234375
4,925.9260864257812
5,898.8666381835938
6,1025.940673828125
7,983.2108764648438
8,790.8158569335938
9,932.707275390625
10,1071.8314208984375
11,845.7258911132812
12,862.0279541015625
13,763.0608520507812
14,801.2174072265625
15,859.0584716796875
16,784.7740478515625
17,813.489501953125
18,828.3369750976562
19,729.74951171875
20,629.1423950195312
21,583.962890625
22,587.2168579101562
23,456.91839599609375
24,350.35931396484375
25,146.16954040527344
26,62.66127014160156
27,370.15826416015625
28,55.986297607421875
29,46.18027877807617
30,100.60468292236328
31,130.9602508544922
32,197.45071411132812
33,205.7353515625
34,198.71047973632812
35,240.158935546875
36,245.7527313232422
37,240.58718872070312
38,212.25100708007812
39,186.51409912109375
40,136.50839233398438
41,92.04439544677734
42,44.95340347290039
43,31.16349220275879
44,81.57494354248047
45,117.557373046875
46,95.46098327636719
47,188.9535675048828
48,71.625244140625
49,85.85620880126953
50,114.9379653930664
51,132.76031494140625
52,137.0093231201172
53,147.5357208251953
54,149.09593200683594
55,132.13101196289062
56,102.39527130126953
57,74.74055480957031
58,42.48959732055664
59,28.470630645751953
60,53.70786666870117
61,71.74813079833984
62,67.46308898925781
63,55.761016845703125
64,31.511215209960938
65,40.16950225830078
66,53.527931213378906
67,62.142822265625
68,70.24301147460938
69,55.612335205078125
70,44.790435791015625
71,70.0575942993164
72,30.402175903320312
73,29.33608055114746
74,34.47010040283203
75,36.63502502441406
76,34.983089447021484
77,49.14228057861328
78,29.7429141998291
79,47.2700080871582
80,35.93421936035156
81,68.65668487548828
82,43.383148193359375
83,48.598365783691406
84,32.699058532714844
85,31.445354461669922
86,79.41150665283203
87,29.820331573486328
88,29.945276260375977
89,30.848419189453125
90,28.333892822265625
91,27.76279640197754
92,44.50843811035156
93,27.581501007080078
94,43.73988342285156
95,33.35126495361328
96,75.43887329101562
97,28.59796905517578
98,30.865930557250977
99,40.47404861450195
100,27.9469051361084
101,29.47154998779297
102,26.878955841064453
103,28.863927841186523
104,27.791366577148438
105,26.650737762451172
106,23.28502082824707
107,41.77787780761719
108,32.534854888916016
109,41.54768753051758
110,47.253700256347656
111,31.969894409179688
112,33.20687484741211
113,29.53933334350586
114,27.568374633789062
115,30.714599609375
116,29.113683700561523
117,73.93661499023438
118,24.5519962310791
119,31.672346115112305
120,30.61213493347168
121,28.780879974365234
122,47.18057632446289
123,42.33684158325195
124,44.58964157104492
125,25.67223358154297
126,27.41094970703125
127,26.351652145385742
128,29.274946212768555
129,28.008962631225586
130,106.30050659179688
131,40.576568603515625
132,31.31199073791504
133,34.01025390625
134,31.732376098632812
135,31.28074836730957
136,45.07223892211914
137,24.849092483520508
138,26.87297248840332
139,30.089757919311523
140,55.58175277709961
141,43.469085693359375
142,27.046951293945312
143,35.13673400878906
144,41.506141662597656
145,35.141090393066406
146,61.30011749267578
147,32.09768295288086
148,69.6161880493164
149,26.976945877075195
150,48.65568161010742
151,29.8271427154541
152,27.80190086364746
153,25.563920974731445
154,25.34722137451172
155,24.57252311706543
156,25.787593841552734
157,24.430635452270508
158,22.850006103515625
159,29.675888061523438
160,28.489639282226562
161,26.741294860839844
162,43.804786682128906
163,30.592832565307617
164,38.82411575317383
165,31.081533432006836
166,25.931499481201172
167,26.745044708251953
168,39.29255676269531
169,51.34037399291992
170,28.259456634521484
171,27.633787155151367
172,66.39765930175781
173,29.280107498168945
174,31.03423309326172
175,30.814895629882812
176,25.468679428100586
177,28.92116355895996
178,53.08091735839844
179,23.362924575805664
180,30.08393096923828
181,27.34178352355957
182,27.646522521972656
183,24.83049774169922
184,35.71925735473633
185,25.36189079284668
186,29.81708526611328
187,29.290706634521484
188,22.08534812927246
189,22.662792205810547
190,28.056020736694336
191,27.631359100341797
192,28.385618209838867
193,26.706859588623047
194,30.08059310913086
195,36.51552963256836
196,41.745269775390625
197,25.629533767700195
198,38.571807861328125
199,45.54218673706055
